,Unnamed: 0,Location,Arthritis,Cancer_x,Diabetes_x,Cholesterol_x,Obese_x,HBP_x,Routine_x,NoInsurance_x,ElderlyPoverty_x,ElderlyAlone_x,FemaleServices_x,MaleServices_x,Cancer_y,Diabetes_y,Cholesterol_y,Obese_y,HBP_y,Routine_y,NoInsurance_y,ElderlyPoverty_y,ElderlyAlone_y,FemaleServices_y,MaleServices_y,NoVehicle,INTPTLAT10,INTPTLON10,GEOID10,Latitude,Longitude
0,0,48453000101,17.4,7.3,6.5,35.8,19.3,26.9,69.1,10.1,5.1,49.6,34.2,38.9,7.3,6.5,35.8,19.3,26.9,69.1,10.1,5.1,49.6,34.2,38.9,8.8,+30.3231632,-097.7532684,48453000101,+30.3231632,-097.7532684
1,1,48453000102,20.5,8.8,7.8,41.9,19.8,32.0,73.4,6.8,0.0,39.3,38.7,39.8,8.8,7.8,41.9,19.8,32.0,73.4,6.8,0.0,39.3,38.7,39.8,1.6,+30.3263034,-097.7667937,48453000102,+30.3263034,-097.7667937
2,2,48453000203,6.9,2.3,3.2,22.6,17.8,14.3,60.2,16.8,8.2,27.5,31.1,33.7,2.3,3.2,22.6,17.8,14.3,60.2,16.8,8.2,27.5,31.1,33.7,2.4,+30.3126273,-097.7366587,48453000203,+30.3126273,-097.7366587
3,3,48453000204,12.0,4.1,5.1,30.9,20.9,20.2,63.4,13.0,15.8,23.0,32.6,35.2,4.1,5.1,30.9,20.9,20.2,63.4,13.0,15.8,23.0,32.6,35.2,8.3,+30.3071666,-097.7444637,48453000204,+30.3071666,-097.7444637
4,4,48453000205,11.1,3.8,5.1,29.4,21.6,19.3,62.7,14.9,0.0,23.6,32.9,35.3,3.8,5.1,29.4,21.6,19.3,62.7,14.9,0.0,23.6,32.9,35.3,9.0,+30.3261616,-097.7343170,48453000205,+30.3261616,-097.7343170
5,5,48453000206,16.8,6.3,7.1,36.2,21.6,26.7,68.0,11.3,8.0,47.7,33.7,36.8,6.3,7.1,36.2,21.6,26.7,68.0,11.3,8.0,47.7,33.7,36.8,12.4,+30.3261533,-097.7435153,48453000206,+30.3261533,-097.7435153
6,6,48453000302,10.0,3.4,4.5,28.2,20.0,18.0,61.2,15.4,17.1,39.6,30.9,33.6,3.4,4.5,28.2,20.0,18.0,61.2,15.4,17.1,39.6,30.9,33.6,12.1,+30.3025596,-097.7265032,48453000302,+30.3025596,-097.7265032
7,7,48453000304,9.1,2.9,4.5,27.4,21.3,18.2,59.8,18.1,0.0,21.6,27.9,33.6,2.9,4.5,27.4,21.3,18.2,59.8,18.1,0.0,21.6,27.9,33.6,9.7,+30.3093759,-097.7169057,48453000304,+30.3093759,-097.7169057
8,8,48453000305,9.4,3.2,4.2,26.8,20.7,17.0,60.6,14.9,9.2,55.8,31.6,34.5,3.2,4.2,26.8,20.7,17.0,60.6,14.9,9.2,55.8,31.6,34.5,6.9,+30.3148722,-097.7263020,48453000305,+30.3148722,-097.7263020
9,9,48453000306,10.3,3.3,5.3,28.1,22.6,18.7,62.6,17.1,23.5,35.7,31.8,32.2,3.3,5.3,28.1,22.6,18.7,62.6,17.1,23.5,35.7,31.8,32.2,12.0,+30.2971559,-097.7002732,48453000306,+30.2971559,-097.7002732
10,10,48453000307,15.0,4.9,7.2,33.9,24.2,25.0,64.7,15.7,14.1,44.0,29.3,34.3,4.9,7.2,33.9,24.2,25.0,64.7,15.7,14.1,44.0,29.3,34.3,10.1,+30.2970324,-097.7125662,48453000307,+30.2970324,-097.7125662
11,11,48453000401,8.3,2.8,3.9,25.4,18.5,16.1,60.4,15.6,0.0,31.2,30.2,34.1,2.8,3.9,25.4,18.5,16.1,60.4,15.6,0.0,31.2,30.2,34.1,7.5,+30.2882482,-097.7250558,48453000401,+30.2882482,-097.7250558
12,12,48453000402,14.7,4.6,8.3,31.6,24.0,26.1,65.5,18.0,1.9,25.2,25.6,29.9,4.6,8.3,31.6,24.0,26.1,65.5,18.0,1.9,25.2,25.6,29.9,4.6,+30.2841415,-097.7155190,48453000402,+30.2841415,-097.7155190
13,13,48453000500,8.1,2.6,3.7,24.5,19.6,15.2,58.6,18.8,2.7,24.6,28.7,32.5,2.6,3.7,24.5,19.6,15.2,58.6,18.8,2.7,24.6,28.7,32.5,12.8,+30.2960631,-097.7341732,48453000500,+30.2960631,-097.7341732
14,14,48453000603,4.3,1.0,2.2,14.9,20.0,11.1,53.7,35.6,100.0,0.0,19.5,26.0,1.0,2.2,14.9,20.0,11.1,53.7,35.6,100.0,0.0,19.5,26.0,13.7,+30.2919924,-097.7462695,48453000603,+30.2919924,-097.7462695
15,15,48453000700,12.2,4.5,5.8,33.2,19.4,23.4,64.5,13.8,1.7,45.0,32.9,36.0,4.5,5.8,33.2,19.4,23.4,64.5,13.8,1.7,45.0,32.9,36.0,12.1,+30.2777000,-097.7411175,48453000700,+30.2777000,-097.7411175
16,16,48453000801,22.7,5.4,17.5,41.5,32.3,34.8,66.8,39.7,21.3,30.5,20.4,24.7,5.4,17.5,41.5,32.3,34.8,66.8,39.7,21.3,30.5,20.4,24.7,18.8,+30.2669542,-097.7014857,48453000801,+30.2669542,-097.7014857
17,17,48453000802,19.3,4.0,14.1,36.1,35.4,33.8,65.6,35.7,16.0,47.6,18.9,22.5,4.0,14.1,36.1,35.4,33.8,65.6,35.7,16.0,47.6,18.9,22.5,28.7,+30.2735553,-097.7079844,48453000802,+30.2735553,-097.7079844
18,18,48453000803,13.2,3.6,8.2,30.2,26.5,24.3,63.8,21.5,32.0,19.6,25.7,27.1,3.6,8.2,30.2,26.5,24.3,63.8,21.5,32.0,19.6,25.7,27.1,3.5,+30.2768114,-097.7204658,48453000803,+30.2768114,-097.7204658
19,19,48453000804,17.4,4.0,12.2,35.2,32.5,31.1,64.6,31.0,57.5,46.9,20.9,24.1,4.0,12.2,35.2,32.5,31.1,64.6,31.0,57.5,46.9,20.9,24.1,28.8,+30.2700914,-097.7219450,48453000804,+30.2700914,-097.7219450
20,20,48453000901,11.5,3.1,7.7,29.8,25.7,22.7,64.0,24.4,11.5,38.2,25.0,28.6,3.1,7.7,29.8,25.7,22.7,64.0,24.4,11.5,38.2,25.0,28.6,9.6,+30.2655681,-097.7237400,48453000901,+30.2655681,-097.7237400
21,21,48453000902,16.3,3.7,12.6,37.6,31.2,28.9,63.0,35.7,16.9,20.1,20.7,25.7,3.7,12.6,37.6,31.2,28.9,63.0,35.7,16.9,20.1,20.7,25.7,13.5,+30.2591922,-097.7159697,48453000902,+30.2591922,-097.7159697
22,22,48453001000,18.0,4.8,12.7,38.3,28.2,29.1,65.2,30.5,26.2,38.0,23.8,28.1,4.8,12.7,38.3,28.2,29.1,65.2,30.5,26.2,38.0,23.8,28.1,17.6,+30.2528309,-097.7258285,48453001000,+30.2528309,-097.7258285
23,23,48453001100,11.4,4.1,5.7,31.3,21.8,21.9,63.8,12.7,15.2,38.8,35.4,35.8,4.1,5.7,31.3,21.8,21.9,63.8,12.7,15.2,38.8,35.4,35.8,8.7,+30.2664790,-097.7426630,48453001100,+30.2664790,-097.7426630
24,24,48453001200,10.1,4.1,4.1,29.1,18.4,18.7,63.9,9.3,7.1,17.8,37.3,37.8,4.1,4.1,29.1,18.4,18.7,63.9,9.3,7.1,17.8,37.3,37.8,7.0,+30.2727828,-097.7591845,48453001200,+30.2727828,-097.7591845
25,25,48453001303,14.0,5.2,5.8,34.2,21.5,23.5,66.0,10.0,8.2,44.9,36.2,36.6,5.2,5.8,34.2,21.5,23.5,66.0,10.0,8.2,44.9,36.2,36.6,5.8,+30.2599676,-097.7615074,48453001303,+30.2599676,-097.7615074
26,26,48453001304,12.6,4.6,5.2,31.3,21.5,21.0,64.6,11.7,6.4,51.9,34.6,36.3,4.6,5.2,31.3,21.5,21.0,64.6,11.7,6.4,51.9,34.6,36.3,3.5,+30.2484063,-097.7734338,48453001304,+30.2484063,-097.7734338
27,27,48453001305,12.5,3.9,6.5,31.8,23.9,22.0,63.1,17.5,10.9,31.8,28.1,32.2,3.9,6.5,31.8,23.9,22.0,63.1,17.5,10.9,31.8,28.1,32.2,11.1,+30.2515978,-097.7554467,48453001305,+30.2515978,-097.7554467
28,28,48453001307,13.7,4.0,7.8,33.2,25.9,23.5,63.1,20.7,7.4,34.0,27.2,30.7,4.0,7.8,33.2,25.9,23.5,63.1,20.7,7.4,34.0,27.2,30.7,15.9,+30.2362244,-097.7686584,48453001307,+30.2362244,-097.7686584
29,29,48453001308,13.9,4.0,8.2,32.4,25.5,22.4,62.5,24.1,11.2,33.5,25.8,29.9,4.0,8.2,32.4,25.5,22.4,62.5,24.1,11.2,33.5,25.8,29.9,6.6,+30.2325446,-097.7618791,48453001308,+30.2325446,-097.7618791
30,30,48453001401,10.8,4.1,4.5,29.3,19.8,19.1,63.3,11.0,0.0,26.2,34.1,37.0,4.1,4.5,29.3,19.8,19.1,63.3,11.0,0.0,26.2,34.1,37.0,6.1,+30.2502458,-097.7449822,48453001401,+30.2502458,-097.7449822
31,31,48453001402,13.8,4.6,6.2,33.7,23.5,23.2,64.3,13.1,0.0,20.5,33.3,34.3,4.6,6.2,33.7,23.5,23.2,64.3,13.1,0.0,20.5,33.3,34.3,3.1,+30.2436580,-097.7411635,48453001402,+30.2436580,-097.7411635
32,32,48453001403,14.7,4.5,8.2,34.4,25.8,24.3,63.6,22.4,32.2,31.5,29.4,32.5,4.5,8.2,34.4,25.8,24.3,63.6,22.4,32.2,31.5,29.4,32.5,12.0,+30.2399174,-097.7350703,48453001403,+30.2399174,-097.7350703
33,33,48453001501,18.5,7.4,7.3,38.1,21.3,28.3,70.1,9.5,6.5,34.4,36.3,38.6,7.4,7.3,38.1,21.3,28.3,70.1,9.5,6.5,34.4,36.3,38.6,2.1,+30.3465764,-097.7433029,48453001501,+30.3465764,-097.7433029
34,34,48453001503,12.7,3.9,6.8,31.8,24.4,21.8,62.6,20.2,0.0,24.5,29.7,33.0,3.9,6.8,31.8,24.4,21.8,62.6,20.2,0.0,24.5,29.7,33.0,11.4,+30.3272586,-097.7157700,48453001503,+30.3272586,-097.7157700
35,35,48453001504,16.3,6.3,6.7,35.3,21.2,25.9,67.7,12.0,3.9,30.4,35.1,37.1,6.3,6.7,35.3,21.2,25.9,67.7,12.0,3.9,30.4,35.1,37.1,2.6,+30.3465471,-097.7250885,48453001504,+30.3465471,-097.7250885
36,36,48453001505,15.7,5.3,7.0,34.6,23.1,24.4,65.3,14.9,2.2,31.2,31.6,35.2,5.3,7.0,34.6,23.1,24.4,65.3,14.9,2.2,31.2,31.6,35.2,8.3,+30.3363798,-097.7304217,48453001505,+30.3363798,-097.7304217
37,37,48453001602,10.2,3.8,4.4,28.9,18.9,18.9,62.8,12.3,4.4,29.2,34.3,36.7,3.8,4.4,28.9,18.9,18.9,62.8,12.3,4.4,29.2,34.3,36.7,4.6,+30.2900812,-097.7782020,48453001602,+30.2900812,-097.7782020
38,38,48453001603,14.9,6.5,5.5,36.2,18.8,25.0,69.8,6.0,7.3,30.1,40.4,40.2,6.5,5.5,36.2,18.8,25.0,69.8,6.0,7.3,30.1,40.4,40.2,1.6,+30.2984240,-097.7564452,48453001603,+30.2984240,-097.7564452
39,39,48453001604,19.2,8.4,7.2,40.7,19.4,30.5,72.7,6.5,2.6,23.0,39.8,40.0,8.4,7.2,40.7,19.4,30.5,72.7,6.5,2.6,23.0,39.8,40.0,1.7,+30.3035330,-097.7743030,48453001604,+30.3035330,-097.7743030
40,40,48453001605,13.3,5.4,5.2,33.5,19.5,22.7,66.5,8.5,2.7,31.3,36.7,38.6,5.4,5.2,33.5,19.5,22.7,66.5,8.5,2.7,31.3,36.7,38.6,2.8,+30.2867724,-097.7605746,48453001605,+30.2867724,-097.7605746
41,41,48453001705,19.7,8.5,7.6,40.2,19.2,30.6,72.7,7.6,3.2,44.2,38.7,40.0,8.5,7.6,40.2,19.2,30.6,72.7,7.6,3.2,44.2,38.7,40.0,1.9,+30.3697115,-097.7740380,48453001705,+30.3697115,-097.7740380
42,42,48453001706,17.1,7.1,6.9,37.7,19.7,27.3,70.3,8.7,1.5,29.6,39.2,39.4,7.1,6.9,37.7,19.7,27.3,70.3,8.7,1.5,29.6,39.2,39.4,3.1,+30.3825164,-097.7554893,48453001706,+30.3825164,-097.7554893
43,43,48453001707,18.8,7.7,7.7,38.5,20.2,29.0,70.3,11.2,12.5,53.6,36.3,38.8,7.7,7.7,38.5,20.2,29.0,70.3,11.2,12.5,53.6,36.3,38.8,3.2,+30.3727903,-097.7463401,48453001707,+30.3727903,-097.7463401
44,44,48453001712,21.9,7.4,10.2,39.1,25.1,30.9,68.2,21.5,7.0,47.3,28.6,34.0,7.4,10.2,39.1,25.1,30.9,68.2,21.5,7.0,47.3,28.6,34.0,11.1,+30.2238521,-097.7971961,48453001712,+30.2238521,-097.7971961
45,45,48453001713,17.2,5.7,8.4,35.5,24.8,25.6,66.3,18.0,12.4,35.4,32.4,34.7,5.7,8.4,35.5,24.8,25.6,66.3,18.0,12.4,35.4,32.4,34.7,6.4,+30.2107942,-097.8052969,48453001713,+30.2107942,-097.8052969
46,46,48453001714,13.5,5.0,6.1,34.2,19.5,22.7,67.5,10.4,0.0,16.9,37.6,36.2,5.0,6.1,34.2,19.5,22.7,67.5,10.4,0.0,16.9,37.6,36.2,2.5,+30.4243035,-097.8278626,48453001714,+30.4243035,-097.8278626
47,47,48453001716,14.8,5.9,6.0,35.4,19.8,24.1,68.5,8.5,7.5,27.5,39.7,38.6,5.9,6.0,35.4,19.8,24.1,68.5,8.5,7.5,27.5,39.7,38.6,0.5,+30.3935458,-097.8025857,48453001716,+30.3935458,-097.8025857
48,48,48453001718,15.5,6.3,6.2,35.7,18.7,25.1,68.3,9.8,3.9,40.3,37.0,39.2,6.3,6.2,35.7,18.7,25.1,68.3,9.8,3.9,40.3,37.0,39.2,3.3,+30.3483038,-097.7610247,48453001718,+30.3483038,-097.7610247
49,49,48453001719,19.4,8.2,7.9,41.7,19.8,31.5,73.1,6.7,1.0,12.1,40.0,40.0,8.2,7.9,41.7,19.8,31.5,73.1,6.7,1.0,12.1,40.0,40.0,0.5,+30.3494679,-097.7805803,48453001719,+30.3494679,-097.7805803
50,50,48453001722,10.6,4.0,4.7,28.7,19.3,18.3,64.1,12.2,0.0,33.0,37.0,36.7,4.0,4.7,28.7,19.3,18.3,64.1,12.2,0.0,33.0,37.0,36.7,7.7,+30.3989180,-097.7531633,48453001722,+30.3989180,-097.7531633
51,51,48453001728,15.3,5.2,7.4,34.4,23.5,24.1,66.7,15.6,8.5,31.1,34.3,34.9,5.2,7.4,34.4,23.5,24.1,66.7,15.6,8.5,31.1,34.3,34.9,4.4,+30.1957498,-097.8165584,48453001728,+30.1957498,-097.8165584
52,52,48453001729,12.4,4.2,6.0,31.0,22.2,20.2,65.0,15.0,8.5,32.3,34.8,34.8,4.2,6.0,31.0,22.2,20.2,65.0,15.0,8.5,32.3,34.8,34.8,1.5,+30.2027502,-097.8293771,48453001729,+30.2027502,-097.8293771
53,53,48453001737,13.0,5.0,5.6,33.4,19.9,21.9,67.7,9.1,4.4,15.5,38.6,37.6,5.0,5.6,33.4,19.9,21.9,67.7,9.1,4.4,15.5,38.6,37.6,0.3,+30.2140820,-097.8809437,48453001737,+30.2140820,-097.8809437
54,54,48453001738,17.2,6.4,7.6,37.7,22.0,26.9,69.4,10.2,0.0,34.3,35.7,37.5,6.4,7.6,37.7,22.0,26.9,69.4,10.2,0.0,34.3,35.7,37.5,4.6,+30.2180663,-097.8594679,48453001738,+30.2180663,-097.8594679
55,55,48453001740,13.1,4.7,6.1,33.2,21.1,22.2,66.8,11.8,25.3,26.4,35.6,36.9,4.7,6.1,33.2,21.1,22.2,66.8,11.8,25.3,26.4,35.6,36.9,0.8,+30.1899826,-097.8570461,48453001740,+30.1899826,-097.8570461
56,56,48453001742,22.1,6.8,10.1,41.9,26.6,31.0,67.9,15.0,4.3,23.1,30.8,32.5,6.8,10.1,41.9,26.6,31.0,67.9,15.0,4.3,23.1,30.8,32.5,0.0,+30.3627266,-097.9309549,48453001742,+30.3627266,-097.9309549
57,57,48453001745,19.9,7.1,8.8,39.5,23.4,30.3,69.6,13.3,2.6,31.0,33.4,36.7,7.1,8.8,39.5,23.4,30.3,69.6,13.3,2.6,31.0,33.4,36.7,9.2,+30.4243914,-097.7380184,48453001745,+30.4243914,-097.7380184
58,58,48453001746,14.7,4.8,7.2,33.7,23.4,23.6,65.8,16.7,3.0,24.1,31.6,34.8,4.8,7.2,33.7,23.4,23.6,65.8,16.7,3.0,24.1,31.6,34.8,3.9,+30.1860608,-097.8382518,48453001746,+30.1860608,-097.8382518
59,59,48453001747,16.9,5.0,9.0,35.5,27.0,25.8,65.3,22.3,3.9,15.6,29.8,32.4,5.0,9.0,35.5,27.0,25.8,65.3,22.3,3.9,15.6,29.8,32.4,2.8,+30.1807704,-097.8245898,48453001747,+30.1807704,-097.8245898
60,60,48453001748,12.2,4.0,5.8,30.4,23.0,20.0,64.0,16.3,0.0,22.5,34.8,34.7,4.0,5.8,30.4,23.0,20.0,64.0,16.3,0.0,22.5,34.8,34.7,0.5,+30.1702296,-097.8391319,48453001748,+30.1702296,-097.8391319
61,61,48453001749,12.3,4.5,5.4,31.4,19.6,20.9,65.4,12.9,2.5,22.5,34.6,36.1,4.5,5.4,31.4,19.6,20.9,65.4,12.9,2.5,22.5,34.6,36.1,1.3,+30.2303534,-097.8443716,48453001749,+30.2303534,-097.8443716
62,62,48453001750,11.2,3.7,5.4,29.8,22.4,19.8,62.5,17.1,0.0,28.6,32.8,34.7,3.7,5.4,29.8,22.4,19.8,62.5,17.1,0.0,28.6,32.8,34.7,3.2,+30.2228080,-097.8190807,48453001750,+30.2228080,-097.8190807
63,63,48453001751,22.8,10.1,8.6,43.5,19.3,35.1,75.4,6.8,2.6,36.1,39.5,40.3,10.1,8.6,43.5,19.3,35.1,75.4,6.8,2.6,36.1,39.5,40.3,4.4,+30.3628740,-097.7577288,48453001751,+30.3628740,-097.7577288
64,64,48453001752,7.5,2.2,3.8,23.7,19.8,15.3,58.1,21.6,0.0,43.4,28.6,32.8,2.2,3.8,23.7,19.8,15.3,58.1,21.6,0.0,43.4,28.6,32.8,7.3,+30.3576197,-097.7498288,48453001752,+30.3576197,-097.7498288
65,65,48453001753,7.2,2.7,3.3,23.8,17.6,14.7,61.3,12.7,11.8,70.6,37.2,37.2,2.7,3.3,23.8,17.6,14.7,61.3,12.7,11.8,70.6,37.2,37.2,3.7,+30.3908022,-097.7388704,48453001753,+30.3908022,-097.7388704
66,66,48453001754,16.7,5.9,7.5,35.8,22.6,26.0,67.0,14.2,0.9,28.4,33.5,35.8,5.9,7.5,35.8,22.6,26.0,67.0,14.2,0.9,28.4,33.5,35.8,10.8,+30.4065555,-097.7373057,48453001754,+30.4065555,-097.7373057
67,67,48453001755,15.3,6.1,7.0,38.9,17.7,27.0,71.4,6.9,4.4,9.6,39.9,38.7,6.1,7.0,38.9,17.7,27.0,71.4,6.9,4.4,9.6,39.9,38.7,0.8,+30.4093224,-097.7785394,48453001755,+30.4093224,-097.7785394
68,68,48453001756,16.0,6.1,6.8,36.9,20.4,25.9,69.3,9.2,2.3,12.4,38.2,37.8,6.1,6.8,36.9,20.4,25.9,69.3,9.2,2.3,12.4,38.2,37.8,4.2,+30.4261408,-097.7697726,48453001756,+30.4261408,-097.7697726
69,69,48453001757,18.4,7.5,7.6,39.3,20.1,29.3,71.2,9.0,5.2,34.4,37.4,38.5,7.5,7.6,39.3,20.1,29.3,71.2,9.0,5.2,34.4,37.4,38.5,8.4,+30.3978193,-097.7639427,48453001757,+30.3978193,-097.7639427
70,70,48453001760,14.3,5.7,5.9,35.1,20.5,23.7,68.5,8.1,4.0,13.5,38.8,38.5,5.7,5.9,35.1,20.5,23.7,68.5,8.1,4.0,13.5,38.8,38.5,0.9,+30.3643612,-097.8919136,48453001760,+30.3643612,-097.8919136
71,71,48453001761,14.8,5.8,6.2,35.8,20.7,24.5,68.2,8.8,0.0,26.0,38.8,37.8,5.8,6.2,35.8,20.7,24.5,68.2,8.8,0.0,26.0,38.8,37.8,2.9,+30.3607919,-097.8297335,48453001761,+30.3607919,-097.8297335
72,72,48453001765,14.3,5.5,5.8,34.9,20.5,23.6,67.5,9.4,0.6,14.6,37.7,37.9,5.5,5.8,34.9,20.5,23.6,67.5,9.4,0.6,14.6,37.7,37.9,1.8,+30.4524332,-097.8703972,48453001765,+30.4524332,-097.8703972
73,73,48453001769,16.1,5.8,7.0,36.1,22.1,24.9,67.9,11.2,7.8,28.5,36.7,36.6,5.8,7.0,36.1,22.1,24.9,67.9,11.2,7.8,28.5,36.7,36.6,1.3,+30.2426630,-097.9012650,48453001769,+30.2426630,-097.9012650
74,74,48453001770,13.7,5.5,5.8,34.9,19.6,23.2,69.0,7.7,0.0,12.4,40.0,38.5,5.5,5.8,34.9,19.6,23.2,69.0,7.7,0.0,12.4,40.0,38.5,0.3,+30.1912685,-097.8925102,48453001770,+30.1912685,-097.8925102
75,75,48453001772,10.7,3.2,5.9,28.1,24.4,17.7,62.4,20.6,20.2,24.9,31.5,31.9,3.2,5.9,28.1,24.4,17.7,62.4,20.6,20.2,24.9,31.5,31.9,0.0,+30.1367232,-097.8391951,48453001772,+30.1367232,-097.8391951
76,76,48453001774,12.1,4.3,5.9,31.8,21.5,20.7,66.4,12.7,4.8,19.5,37.3,36.2,4.3,5.9,31.8,21.5,20.7,66.4,12.7,4.8,19.5,37.3,36.2,0.0,+30.1572858,-097.8488972,48453001774,+30.1572858,-097.8488972
77,77,48453001775,10.4,3.9,4.7,29.6,20.0,18.5,65.6,10.2,9.6,7.4,38.4,36.3,3.9,4.7,29.6,20.0,18.5,65.6,10.2,9.6,7.4,38.4,36.3,0.7,+30.1637643,-097.8836290,48453001775,+30.1637643,-097.8836290
78,78,48453001776,14.9,5.0,7.4,33.8,24.2,23.2,66.3,14.9,4.6,16.3,34.8,35.0,5.0,7.4,33.8,24.2,23.2,66.3,14.9,4.6,16.3,34.8,35.0,0.0,+30.2118527,-097.8404476,48453001776,+30.2118527,-097.8404476
79,79,48453001777,13.1,4.2,6.5,32.2,23.3,21.7,64.8,15.2,8.3,20.9,33.5,33.0,4.2,6.5,32.2,23.3,21.7,64.8,15.2,8.3,20.9,33.5,33.0,0.0,+30.2047084,-097.8497728,48453001777,+30.2047084,-097.8497728
80,80,48453001781,20.5,8.6,8.5,41.7,20.1,31.8,73.3,8.3,0.0,8.9,39.5,39.4,8.6,8.5,41.7,20.1,31.8,73.3,8.3,0.0,8.9,39.5,39.4,0.0,+30.4398225,-097.7964240,48453001781,+30.4398225,-097.7964240
81,81,48453001782,17.6,6.6,8.0,40.0,19.3,29.6,70.8,9.4,24.5,6.7,35.1,37.0,6.6,8.0,40.0,19.3,29.6,70.8,9.4,24.5,6.7,35.1,37.0,0.0,+30.4293737,-097.7930271,48453001782,+30.4293737,-097.7930271
82,82,48453001783,21.0,8.1,8.3,42.3,22.1,31.5,72.3,7.6,0.0,30.6,39.6,37.5,8.1,8.3,42.3,22.1,31.5,72.3,7.6,0.0,30.6,39.6,37.5,1.5,+30.3329087,-097.8698107,48453001783,+30.3329087,-097.8698107
83,83,48453001784,9.2,3.4,4.9,30.8,15.9,18.8,66.5,9.8,0.0,14.0,45.0,29.9,3.4,4.9,30.8,15.9,18.8,66.5,9.8,0.0,14.0,45.0,29.9,0.6,+30.3219521,-097.9334380,48453001784,+30.3219521,-097.9334380
84,84,48453001785,8.9,3.1,4.2,26.3,19.8,16.6,63.1,14.4,4.9,61.7,35.1,34.2,3.1,4.2,26.3,19.8,16.6,63.1,14.4,4.9,61.7,35.1,34.2,2.0,+30.4443465,-097.7362383,48453001785,+30.4443465,-097.7362383
85,85,48453001786,9.5,3.2,4.4,26.8,19.9,16.9,61.7,15.8,6.2,43.2,34.3,33.6,3.2,4.4,26.8,19.9,16.9,61.7,15.8,6.2,43.2,34.3,33.6,1.6,+30.4336937,-097.7486834,48453001786,+30.4336937,-097.7486834
86,86,48453001804,13.9,3.3,9.6,33.6,29.8,24.6,60.5,36.6,41.8,17.5,24.4,27.2,3.3,9.6,33.6,29.8,24.6,60.5,36.6,41.8,17.5,24.4,27.2,8.0,+30.3419421,-097.7073263,48453001804,+30.3419421,-097.7073263
87,87,48453001805,15.2,3.5,10.7,34.8,32.2,25.6,60.3,41.4,19.1,44.7,22.4,27.3,3.5,10.7,34.8,32.2,25.6,60.3,41.4,19.1,44.7,22.4,27.3,17.1,+30.3572024,-097.7103158,48453001805,+30.3572024,-097.7103158
88,88,48453001806,14.7,3.0,10.9,33.7,33.8,25.0,59.3,44.3,23.3,11.6,20.5,24.4,3.0,10.9,33.7,33.8,25.0,59.3,44.3,23.3,11.6,20.5,24.4,13.6,+30.3535088,-097.6977874,48453001806,+30.3535088,-097.6977874
89,89,48453001811,17.1,3.7,12.3,34.4,34.1,27.0,60.6,46.0,7.3,30.9,20.4,24.8,3.7,12.3,34.4,34.1,27.0,60.6,46.0,7.3,30.9,20.4,24.8,8.2,+30.3261511,-097.6850227,48453001811,+30.3261511,-097.6850227
90,90,48453001812,14.0,2.9,10.6,32.0,33.1,24.6,58.9,46.5,30.3,67.9,18.7,23.7,2.9,10.6,32.0,33.1,24.6,58.9,46.5,30.3,67.9,18.7,23.7,16.1,+30.3296785,-097.6979347,48453001812,+30.3296785,-097.6979347
